index,seq_id,prep,samplename,seq_count
21659,MIR-547-mmu,NTC (Corrected),NTC5 (Corrected),339.3647385766211
21660,MIR-547-mmu,NTC (Corrected),NTC6 (Corrected),399.67624384090135
21661,MIR-547-mmu,NTT (Corrected),NTT4 (Corrected),360.11216490261313
21662,MIR-547-mmu,NTT (Corrected),NTT5 (Corrected),366.60858133430366
21663,MIR-547-mmu,NTT (Corrected),NTT6 (Corrected),443.5121055797176
21664,MIR-547-mmu,MTT (Corrected),MTT1 (Corrected),558.9884234226347
21665,MIR-547-mmu,MTT (Corrected),MTT2 (Corrected),707.5493277883297
21666,MIR-547-mmu,MTT (Corrected),MTT3 (Corrected),700.4167740807861
21667,MIR-547-mmu,NTTR (Corrected),NTTR1 (Corrected),1279.7273489461866
21668,MIR-547-mmu,NTTR (Corrected),NTTR2 (Corrected),2480.263649071445
21669,MIR-547-mmu,NTTR (Corrected),NTTR3 (Corrected),2897.864446520468
21670,MIR-547-mmu,circ_ligase (Corrected),circ_ligase (Corrected),1162.6912826678154
21671,MIR-548A-3P,NTC (Corrected),NTC4 (Corrected),178.79224440664817
21672,MIR-548A-3P,NTC (Corrected),NTC5 (Corrected),182.0054554742901
21673,MIR-548A-3P,NTC (Corrected),NTC6 (Corrected),202.66181233770266
21674,MIR-548A-3P,NTT (Corrected),NTT4 (Corrected),345.4221670735604
21675,MIR-548A-3P,NTT (Corrected),NTT5 (Corrected),353.21162496246626
21676,MIR-548A-3P,NTT (Corrected),NTT6 (Corrected),347.4366820448291
21677,MIR-548A-3P,MTT (Corrected),MTT1 (Corrected),242.85752663330913
21678,MIR-548A-3P,MTT (Corrected),MTT2 (Corrected),438.95172978138544
21679,MIR-548A-3P,MTT (Corrected),MTT3 (Corrected),500.21168354704014
21680,MIR-548A-3P,NTTR (Corrected),NTTR1 (Corrected),299.03154645283496
21681,MIR-548A-3P,NTTR (Corrected),NTTR2 (Corrected),493.67463273273546
21682,MIR-548A-3P,NTTR (Corrected),NTTR3 (Corrected),551.6233524032036
21683,MIR-548A-3P,circ_ligase (Corrected),circ_ligase (Corrected),251.3889141055322
21684,MIR-548C-3P,NTC (Corrected),NTC4 (Corrected),310.0748680274475
21685,MIR-548C-3P,NTC (Corrected),NTC5 (Corrected),239.843254691845
21686,MIR-548C-3P,NTC (Corrected),NTC6 (Corrected),299.05814436696073
21687,MIR-548C-3P,NTT (Corrected),NTT4 (Corrected),717.5702327659534
21688,MIR-548C-3P,NTT (Corrected),NTT5 (Corrected),773.1708459729726
21689,MIR-548C-3P,NTT (Corrected),NTT6 (Corrected),846.4991909271577
21690,MIR-548C-3P,MTT (Corrected),MTT1 (Corrected),473.5565891604576
21691,MIR-548C-3P,MTT (Corrected),MTT2 (Corrected),627.8755566617257
21692,MIR-548C-3P,MTT (Corrected),MTT3 (Corrected),754.9159187966079
21693,MIR-548C-3P,NTTR (Corrected),NTTR1 (Corrected),550.8157047422914
21694,MIR-548C-3P,NTTR (Corrected),NTTR2 (Corrected),768.0729255277406
21695,MIR-548C-3P,NTTR (Corrected),NTTR3 (Corrected),945.149675182795
21696,MIR-548C-3P,circ_ligase (Corrected),circ_ligase (Corrected),2688.4384248116153
21697,MIR-548D-3P,NTC (Corrected),NTC4 (Corrected),126.46280701933651
21698,MIR-548D-3P,NTC (Corrected),NTC5 (Corrected),92.03554558031567
21699,MIR-548D-3P,NTC (Corrected),NTC6 (Corrected),106.4949953847044
21700,MIR-548D-3P,NTT (Corrected),NTT4 (Corrected),77.22307389863812
21701,MIR-548D-3P,NTT (Corrected),NTT5 (Corrected),70.23942199823952
21702,MIR-548D-3P,NTT (Corrected),NTT6 (Corrected),78.70038487756852
21703,MIR-548D-3P,MTT (Corrected),MTT1 (Corrected),80.43291639460047
21704,MIR-548D-3P,MTT (Corrected),MTT2 (Corrected),108.64678823069087
21705,MIR-548D-3P,MTT (Corrected),MTT3 (Corrected),111.9202208746572
21706,MIR-548D-3P,NTTR (Corrected),NTTR1 (Corrected),952.6204160462357
21707,MIR-548D-3P,NTTR (Corrected),NTTR2 (Corrected),470.8585863119584
21708,MIR-548D-3P,NTTR (Corrected),NTTR3 (Corrected),721.8350969405027
21709,MIR-548D-3P,circ_ligase (Corrected),circ_ligase (Corrected),886.0273425455364
21710,MIR-550,NTC (Corrected),NTC4 (Corrected),50.122895595024126
21711,MIR-550,NTC (Corrected),NTC5 (Corrected),40.014076315355396
21712,MIR-550,NTC (Corrected),NTC6 (Corrected),35.38086747884057
21713,MIR-550,NTT (Corrected),NTT4 (Corrected),13.80210222042562
21714,MIR-550,NTT (Corrected),NTT5 (Corrected),27.850670551930268
21715,MIR-550,NTT (Corrected),NTT6 (Corrected),38.94164555048659
21716,MIR-550,MTT (Corrected),MTT1 (Corrected),42.05129951383969
21717,MIR-550,MTT (Corrected),MTT2 (Corrected),100.69426822361608
21718,MIR-550,MTT (Corrected),MTT3 (Corrected),180.21985505931298
21719,MIR-550,NTTR (Corrected),NTTR1 (Corrected),295.6942040547414
21720,MIR-550,NTTR (Corrected),NTTR2 (Corrected),550.6285554202328
21721,MIR-550,NTTR (Corrected),NTTR3 (Corrected),1047.15766999837
21722,MIR-550,circ_ligase (Corrected),circ_ligase (Corrected),2048.189577664701
21723,MIR-550-star,NTC (Corrected),NTC4 (Corrected),164.9443364342503
21724,MIR-550-star,NTC (Corrected),NTC5 (Corrected),147.4796419882708
21725,MIR-550-star,NTC (Corrected),NTC6 (Corrected),154.27146760615176
21726,MIR-550-star,NTT (Corrected),NTT4 (Corrected),128.31131255414417
21727,MIR-550-star,NTT (Corrected),NTT5 (Corrected),183.38298210171922
21728,MIR-550-star,NTT (Corrected),NTT6 (Corrected),144.77603850135736
21729,MIR-550-star,MTT (Corrected),MTT1 (Corrected),242.4985807647753
21730,MIR-550-star,MTT (Corrected),MTT2 (Corrected),215.4810758426128
21731,MIR-550-star,MTT (Corrected),MTT3 (Corrected),382.1988501183959
21732,MIR-550-star,NTTR (Corrected),NTTR1 (Corrected),1979.429166168859
21733,MIR-550-star,NTTR (Corrected),NTTR2 (Corrected),1950.4077812401215
21734,MIR-550-star,NTTR (Corrected),NTTR3 (Corrected),1837.7365221050268
21735,MIR-550-star,circ_ligase (Corrected),circ_ligase (Corrected),7212.535411611881
21736,MIR-551A,NTC (Corrected),NTC4 (Corrected),1396.6951293437708
21737,MIR-551A,NTC (Corrected),NTC5 (Corrected),1227.1453807800517
21738,MIR-551A,NTC (Corrected),NTC6 (Corrected),1120.8388828856332
21739,MIR-551A,NTT (Corrected),NTT4 (Corrected),804.770395886589
21740,MIR-551A,NTT (Corrected),NTT5 (Corrected),777.6590103324268
21741,MIR-551A,NTT (Corrected),NTT6 (Corrected),967.0340616659805
21742,MIR-551A,MTT (Corrected),MTT1 (Corrected),661.6628213942174
21743,MIR-551A,MTT (Corrected),MTT2 (Corrected),856.7417031745733
21744,MIR-551A,MTT (Corrected),MTT3 (Corrected),839.7059242666373
21745,MIR-551A,NTTR (Corrected),NTTR1 (Corrected),275.752340680939
21746,MIR-551A,NTTR (Corrected),NTTR2 (Corrected),874.9302105039019
21747,MIR-551A,NTTR (Corrected),NTTR3 (Corrected),477.50615913341886
21748,MIR-551A,circ_ligase (Corrected),circ_ligase (Corrected),2833.550147526167
21749,MIR-551B,NTC (Corrected),NTC4 (Corrected),402.0357165884303
21750,MIR-551B,NTC (Corrected),NTC5 (Corrected),353.874490292682
21751,MIR-551B,NTC (Corrected),NTC6 (Corrected),326.2437450256495
21752,MIR-551B,NTT (Corrected),NTT4 (Corrected),340.82483041578064
21753,MIR-551B,NTT (Corrected),NTT5 (Corrected),348.21318997341103
21754,MIR-551B,NTT (Corrected),NTT6 (Corrected),412.0235314048285
21755,MIR-551B,MTT (Corrected),MTT1 (Corrected),283.26018495965445
21756,MIR-551B,MTT (Corrected),MTT2 (Corrected),387.1882171672076
21757,MIR-551B,MTT (Corrected),MTT3 (Corrected),410.3212460039511
21758,MIR-551B,NTTR (Corrected),NTTR1 (Corrected),124.57312492767605
21759,MIR-551B,NTTR (Corrected),NTTR2 (Corrected),223.92520091067595
21760,MIR-551B,NTTR (Corrected),NTTR3 (Corrected),135.0033250753575
21761,MIR-551B,circ_ligase (Corrected),circ_ligase (Corrected),1350.7920433334154
21762,MIR-552,NTC (Corrected),NTC4 (Corrected),427.32010819092653
21763,MIR-552,NTC (Corrected),NTC5 (Corrected),387.58825752421814
21764,MIR-552,NTC (Corrected),NTC6 (Corrected),477.5930620957416
21765,MIR-552,NTT (Corrected),NTT4 (Corrected),156.10134107842813
21766,MIR-552,NTT (Corrected),NTT5 (Corrected),180.77389346772395
21767,MIR-552,NTT (Corrected),NTT6 (Corrected),166.53972862774555
21768,MIR-552,MTT (Corrected),MTT1 (Corrected),158.05109426371718
21769,MIR-552,MTT (Corrected),MTT2 (Corrected),277.00244046916305
21770,MIR-552,MTT (Corrected),MTT3 (Corrected),402.5621947971335
21771,MIR-552,NTTR (Corrected),NTTR1 (Corrected),169.06036032099806
21772,MIR-552,NTTR (Corrected),NTTR2 (Corrected),354.5274222765231
21773,MIR-552,NTTR (Corrected),NTTR3 (Corrected),495.05438845051725
21774,MIR-552,circ_ligase (Corrected),circ_ligase (Corrected),15718.264287346918
21775,MIR-553,NTC (Corrected),NTC4 (Corrected),293.7723293389323
21776,MIR-553,NTC (Corrected),NTC5 (Corrected),330.0812689201483
21777,MIR-553,NTC (Corrected),NTC6 (Corrected),273.96745320372327
21778,MIR-553,NTT (Corrected),NTT4 (Corrected),131.34024273871884
21779,MIR-553,NTT (Corrected),NTT5 (Corrected),177.6956225288549
21780,MIR-553,NTT (Corrected),NTT6 (Corrected),162.24382926547622
21781,MIR-553,MTT (Corrected),MTT1 (Corrected),329.54225618462397
21782,MIR-553,MTT (Corrected),MTT2 (Corrected),224.17840556777145
21783,MIR-553,MTT (Corrected),MTT3 (Corrected),302.6408475164915
21784,MIR-553,NTTR (Corrected),NTTR1 (Corrected),3017.0823034065943
21785,MIR-553,NTTR (Corrected),NTTR2 (Corrected),1446.1087460023903
21786,MIR-553,NTTR (Corrected),NTTR3 (Corrected),1739.3958611554856
21787,MIR-553,circ_ligase (Corrected),circ_ligase (Corrected),8676.948611396156
21788,MIR-554,NTC (Corrected),NTC4 (Corrected),420.6343795100055
21789,MIR-554,NTC (Corrected),NTC5 (Corrected),378.2788343510122
21790,MIR-554,NTC (Corrected),NTC6 (Corrected),369.8807521212116
21791,MIR-554,NTT (Corrected),NTT4 (Corrected),329.03419101827586
21792,MIR-554,NTT (Corrected),NTT5 (Corrected),304.46345597470327
21793,MIR-554,NTT (Corrected),NTT6 (Corrected),384.5854180733094
21794,MIR-554,MTT (Corrected),MTT1 (Corrected),372.2252881230105
21795,MIR-554,MTT (Corrected),MTT2 (Corrected),560.6937884384587
21796,MIR-554,MTT (Corrected),MTT3 (Corrected),569.621243716559
21797,MIR-554,NTTR (Corrected),NTTR1 (Corrected),808.5115567483516
21798,MIR-554,NTTR (Corrected),NTTR2 (Corrected),2372.212096379252
21799,MIR-554,NTTR (Corrected),NTTR3 (Corrected),1590.361826563801
21800,MIR-554,circ_ligase (Corrected),circ_ligase (Corrected),8056.762532723441
21801,MIR-555,NTC (Corrected),NTC4 (Corrected),226.81152261018755
21802,MIR-555,NTC (Corrected),NTC5 (Corrected),284.2202482501105
21803,MIR-555,NTC (Corrected),NTC6 (Corrected),219.2825094115091
21804,MIR-555,NTT (Corrected),NTT4 (Corrected),93.61921917105421
21805,MIR-555,NTT (Corrected),NTT5 (Corrected),120.05288105464594
21806,MIR-555,NTT (Corrected),NTT6 (Corrected),154.19636098761862
21807,MIR-555,MTT (Corrected),MTT1 (Corrected),221.1551545493087
21808,MIR-555,MTT (Corrected),MTT2 (Corrected),385.42357859315956
21809,MIR-555,MTT (Corrected),MTT3 (Corrected),436.5577183733464
21810,MIR-555,NTTR (Corrected),NTTR1 (Corrected),1479.5285627831483
21811,MIR-555,NTTR (Corrected),NTTR2 (Corrected),1409.1536731152294
21812,MIR-555,NTTR (Corrected),NTTR3 (Corrected),1108.6114972393027
21813,MIR-555,circ_ligase (Corrected),circ_ligase (Corrected),9036.209907355835
21814,MIR-556-5P,NTC (Corrected),NTC4 (Corrected),772.512136021078
21815,MIR-556-5P,NTC (Corrected),NTC5 (Corrected),634.5442602756741
21816,MIR-556-5P,NTC (Corrected),NTC6 (Corrected),699.7107527322789
21817,MIR-556-5P,NTT (Corrected),NTT4 (Corrected),409.1206244001437
21818,MIR-556-5P,NTT (Corrected),NTT5 (Corrected),401.94544468697126
21819,MIR-556-5P,NTT (Corrected),NTT6 (Corrected),480.1955177853442
21820,MIR-556-5P,MTT (Corrected),MTT1 (Corrected),334.7937170725404
21821,MIR-556-5P,MTT (Corrected),MTT2 (Corrected),464.636274116162
21822,MIR-556-5P,MTT (Corrected),MTT3 (Corrected),426.13918681198226
21823,MIR-556-5P,NTTR (Corrected),NTTR1 (Corrected),158.5539548592295
21824,MIR-556-5P,NTTR (Corrected),NTTR2 (Corrected),318.6683465869923
21825,MIR-556-5P,NTTR (Corrected),NTTR3 (Corrected),153.66910900990788
21826,MIR-556-5P,circ_ligase (Corrected),circ_ligase (Corrected),209.74062616926173
21827,MIR-557,NTC (Corrected),NTC4 (Corrected),1398.0467157479784
21828,MIR-557,NTC (Corrected),NTC5 (Corrected),1090.1976070738806
21829,MIR-557,NTC (Corrected),NTC6 (Corrected),1171.4153024112813
21830,MIR-557,NTT (Corrected),NTT4 (Corrected),812.8512919056076
21831,MIR-557,NTT (Corrected),NTT5 (Corrected),853.7357482962389
21832,MIR-557,NTT (Corrected),NTT6 (Corrected),990.9974847167564
21833,MIR-557,MTT (Corrected),MTT1 (Corrected),1154.2844467474565
21834,MIR-557,MTT (Corrected),MTT2 (Corrected),1427.331511601871
21835,MIR-557,MTT (Corrected),MTT3 (Corrected),1512.1082212542508
21836,MIR-557,NTTR (Corrected),NTTR1 (Corrected),3127.9636981258095
21837,MIR-557,NTTR (Corrected),NTTR2 (Corrected),3880.2551542701417
21838,MIR-557,NTTR (Corrected),NTTR3 (Corrected),4278.292207179872
21839,MIR-557,circ_ligase (Corrected),circ_ligase (Corrected),1772.595862207046
21840,MIR-558,NTC (Corrected),NTC4 (Corrected),435.3874189028134
21841,MIR-558,NTC (Corrected),NTC5 (Corrected),260.7540036286079
21842,MIR-558,NTC (Corrected),NTC6 (Corrected),251.78310900835774
21843,MIR-558,NTT (Corrected),NTT4 (Corrected),313.9098625955795
21844,MIR-558,NTT (Corrected),NTT5 (Corrected),292.21263686433537
21845,MIR-558,NTT (Corrected),NTT6 (Corrected),449.6925010427197
21846,MIR-558,MTT (Corrected),MTT1 (Corrected),397.2429941599947
21847,MIR-558,MTT (Corrected),MTT2 (Corrected),615.7672588410555
21848,MIR-558,MTT (Corrected),MTT3 (Corrected),728.6850015572909
21849,MIR-558,NTTR (Corrected),NTTR1 (Corrected),1811.474598709654
21850,MIR-558,NTTR (Corrected),NTTR2 (Corrected),5246.594452028086
21851,MIR-558,NTTR (Corrected),NTTR3 (Corrected),2569.1055665115437
21852,MIR-558,circ_ligase (Corrected),circ_ligase (Corrected),11330.022212587552
21853,MIR-559,NTC (Corrected),NTC4 (Corrected),170.17889022724532
21854,MIR-559,NTC (Corrected),NTC5 (Corrected),114.81402460664808
21855,MIR-559,NTC (Corrected),NTC6 (Corrected),137.05073292967487
21856,MIR-559,NTT (Corrected),NTT4 (Corrected),111.79555518513736
21857,MIR-559,NTT (Corrected),NTT5 (Corrected),100.11145915628684
21858,MIR-559,NTT (Corrected),NTT6 (Corrected),111.53000754811801
21859,MIR-559,MTT (Corrected),MTT1 (Corrected),63.79955664639523
21860,MIR-559,MTT (Corrected),MTT2 (Corrected),76.74439422682323
21861,MIR-559,MTT (Corrected),MTT3 (Corrected),126.98269245562732
21862,MIR-559,NTTR (Corrected),NTTR1 (Corrected),33.934704751737435
21863,MIR-559,NTTR (Corrected),NTTR2 (Corrected),109.78875066738573
21864,MIR-559,NTTR (Corrected),NTTR3 (Corrected),124.5603280299068
21865,MIR-559,circ_ligase (Corrected),circ_ligase (Corrected),5923.461563214533
21866,MIR-560,NTC (Corrected),NTC4 (Corrected),21.151171952124983
21867,MIR-560,NTC (Corrected),NTC5 (Corrected),11.26231233814447
21868,MIR-560,NTC (Corrected),NTC6 (Corrected),22.524624676288934
21869,MIR-560,NTT (Corrected),NTT4 (Corrected),48.70284830862176
21870,MIR-560,NTT (Corrected),NTT5 (Corrected),48.05990641675876
21871,MIR-560,NTT (Corrected),NTT6 (Corrected),67.5088986456143
21872,MIR-560,MTT (Corrected),MTT1 (Corrected),45.333878901057275
21873,MIR-560,MTT (Corrected),MTT2 (Corrected),55.22151503997103
21874,MIR-560,MTT (Corrected),MTT3 (Corrected),66.60162455834342
21875,MIR-560,NTTR (Corrected),NTTR1 (Corrected),36.48979200323314
21876,MIR-560,NTTR (Corrected),NTTR2 (Corrected),119.37720032845804
21877,MIR-560,NTTR (Corrected),NTTR3 (Corrected),110.43599301640755
21878,MIR-560,circ_ligase (Corrected),circ_ligase (Corrected),39.16984341219715
21879,MIR-561,NTC (Corrected),NTC4 (Corrected),512.5429121121352
21880,MIR-561,NTC (Corrected),NTC5 (Corrected),412.19565522271097
21881,MIR-561,NTC (Corrected),NTC6 (Corrected),495.56106863854023
21882,MIR-561,NTT (Corrected),NTT4 (Corrected),421.86845328102544
21883,MIR-561,NTT (Corrected),NTT5 (Corrected),458.90615474681135
21884,MIR-561,NTT (Corrected),NTT6 (Corrected),424.57852899803413
21885,MIR-561,MTT (Corrected),MTT1 (Corrected),443.51203742910616
21886,MIR-561,MTT (Corrected),MTT2 (Corrected),554.6521697399465
21887,MIR-561,MTT (Corrected),MTT3 (Corrected),881.7816157869464
21888,MIR-561,NTTR (Corrected),NTTR1 (Corrected),1798.170478204187
21889,MIR-561,NTTR (Corrected),NTTR2 (Corrected),2410.689274027518
21890,MIR-561,NTTR (Corrected),NTTR3 (Corrected),3725.36376262393
21891,MIR-561,circ_ligase (Corrected),circ_ligase (Corrected),6119.272383538613
21892,MIR-563,NTC (Corrected),NTC4 (Corrected),119.89280611936184
21893,MIR-563,NTC (Corrected),NTC5 (Corrected),111.65774468894105
21894,MIR-563,NTC (Corrected),NTC6 (Corrected),116.98631384980163
21895,MIR-563,NTT (Corrected),NTT4 (Corrected),387.62633817808575
21896,MIR-563,NTT (Corrected),NTT5 (Corrected),388.5711921407378
21897,MIR-563,NTT (Corrected),NTT6 (Corrected),485.5132087088591
21898,MIR-563,MTT (Corrected),MTT1 (Corrected),338.7015378877869
21899,MIR-563,MTT (Corrected),MTT2 (Corrected),492.5072386770446
21900,MIR-563,MTT (Corrected),MTT3 (Corrected),582.9811803177838
21901,MIR-563,NTTR (Corrected),NTTR1 (Corrected),218.6180502435627
21902,MIR-563,NTTR (Corrected),NTTR2 (Corrected),754.8644048046084
21903,MIR-563,NTTR (Corrected),NTTR3 (Corrected),670.4144822121468
21904,MIR-563,circ_ligase (Corrected),circ_ligase (Corrected),6304.25305964969
21905,MIR-565,NTC (Corrected),NTC4 (Corrected),2831.1083965303214
21906,MIR-565,NTC (Corrected),NTC5 (Corrected),1995.0400291680962
21907,MIR-565,NTC (Corrected),NTC6 (Corrected),2201.553676555035
21908,MIR-565,NTT (Corrected),NTT4 (Corrected),923.411077300435
21909,MIR-565,NTT (Corrected),NTT5 (Corrected),867.5049869031761
21910,MIR-565,NTT (Corrected),NTT6 (Corrected),1054.9152658809303
21911,MIR-565,MTT (Corrected),MTT1 (Corrected),1651.9667155275524
21912,MIR-565,MTT (Corrected),MTT2 (Corrected),2176.4218299124896
21913,MIR-565,MTT (Corrected),MTT3 (Corrected),2055.2307777576375
21914,MIR-565,NTTR (Corrected),NTTR1 (Corrected),15398.625718694144
21915,MIR-565,NTTR (Corrected),NTTR2 (Corrected),8895.809155554194
21916,MIR-565,NTTR (Corrected),NTTR3 (Corrected),3992.1239729696513
21917,MIR-565,circ_ligase (Corrected),circ_ligase (Corrected),4235.6073827850705
21918,MIR-566,NTC (Corrected),NTC4 (Corrected),66.25738191779271
21919,MIR-566,NTC (Corrected),NTC5 (Corrected),53.997700024479734
21920,MIR-566,NTC (Corrected),NTC6 (Corrected),39.46515575768735
21921,MIR-566,NTT (Corrected),NTT4 (Corrected),223.79732665307813
21922,MIR-566,NTT (Corrected),NTT5 (Corrected),204.81505745559926
21923,MIR-566,NTT (Corrected),NTT6 (Corrected),308.2704396847459
21924,MIR-566,MTT (Corrected),MTT1 (Corrected),152.8203639007462
21925,MIR-566,MTT (Corrected),MTT2 (Corrected),195.01319164438652
21926,MIR-566,MTT (Corrected),MTT3 (Corrected),209.4204986788003
21927,MIR-566,NTTR (Corrected),NTTR1 (Corrected),71.1341302671904
21928,MIR-566,NTTR (Corrected),NTTR2 (Corrected),470.1881182907982
21929,MIR-566,NTTR (Corrected),NTTR3 (Corrected),107.67065543849861
21930,MIR-566,circ_ligase (Corrected),circ_ligase (Corrected),662.010034890148
21931,MIR-567,NTC (Corrected),NTC4 (Corrected),218.77310357972357
21932,MIR-567,NTC (Corrected),NTC5 (Corrected),191.20292363268763
21933,MIR-567,NTC (Corrected),NTC6 (Corrected),207.14891960205443
21934,MIR-567,NTT (Corrected),NTT4 (Corrected),233.79364825374333
21935,MIR-567,NTT (Corrected),NTT5 (Corrected),260.65244857532224
21936,MIR-567,NTT (Corrected),NTT6 (Corrected),339.92079108283895
21937,MIR-567,MTT (Corrected),MTT1 (Corrected),242.20520210636755
21938,MIR-567,MTT (Corrected),MTT2 (Corrected),368.52032631395053
21939,MIR-567,MTT (Corrected),MTT3 (Corrected),424.9977616567644
21940,MIR-567,NTTR (Corrected),NTTR1 (Corrected),216.58513445662712
21941,MIR-567,NTTR (Corrected),NTTR2 (Corrected),707.9659358751732
21942,MIR-567,NTTR (Corrected),NTTR3 (Corrected),895.0524896703348
21943,MIR-567,circ_ligase (Corrected),circ_ligase (Corrected),340.013358166207
21944,MIR-568,NTC (Corrected),NTC4 (Corrected),48.931273006599746
21945,MIR-568,NTC (Corrected),NTC5 (Corrected),43.759675046552616
21946,MIR-568,NTC (Corrected),NTC6 (Corrected),59.27446892669401
21947,MIR-568,NTT (Corrected),NTT4 (Corrected),100.56183087168753
21948,MIR-568,NTT (Corrected),NTT5 (Corrected),142.22981171898397
21949,MIR-568,NTT (Corrected),NTT6 (Corrected),156.42951468929166
21950,MIR-568,MTT (Corrected),MTT1 (Corrected),117.52859812383782
21951,MIR-568,MTT (Corrected),MTT2 (Corrected),154.27317133037118
21952,MIR-568,MTT (Corrected),MTT3 (Corrected),192.36864796361505
21953,MIR-568,NTTR (Corrected),NTTR1 (Corrected),111.99073920871665
21954,MIR-568,NTTR (Corrected),NTTR2 (Corrected),140.33839507092318
21955,MIR-568,NTTR (Corrected),NTTR3 (Corrected),180.2350959140285
21956,MIR-568,circ_ligase (Corrected),circ_ligase (Corrected),432.44032116105245
21957,MIR-569,NTC (Corrected),NTC4 (Corrected),580.3790290707532
21958,MIR-569,NTC (Corrected),NTC5 (Corrected),326.0130404969612
21959,MIR-569,NTC (Corrected),NTC6 (Corrected),420.0261033379454
21960,MIR-569,NTT (Corrected),NTT4 (Corrected),324.3037087119376
21961,MIR-569,NTT (Corrected),NTT5 (Corrected),308.77617135910884
21962,MIR-569,NTT (Corrected),NTT6 (Corrected),432.3310042951891
21963,MIR-569,MTT (Corrected),MTT1 (Corrected),426.86833777092505
21964,MIR-569,MTT (Corrected),MTT2 (Corrected),520.3262428438119
21965,MIR-569,MTT (Corrected),MTT3 (Corrected),659.6119911755792
21966,MIR-569,NTTR (Corrected),NTTR1 (Corrected),562.2698818086244
21967,MIR-569,NTTR (Corrected),NTTR2 (Corrected),3900.205378263268
21968,MIR-569,NTTR (Corrected),NTTR3 (Corrected),3223.88075174613
21969,MIR-569,circ_ligase (Corrected),circ_ligase (Corrected),3980.5652719122163
21970,MIR-570,NTC (Corrected),NTC4 (Corrected),124.56706638663856
21971,MIR-570,NTC (Corrected),NTC5 (Corrected),92.1124817095392
21972,MIR-570,NTC (Corrected),NTC6 (Corrected),115.78625037320586
21973,MIR-570,NTT (Corrected),NTT4 (Corrected),205.52416404480996
21974,MIR-570,NTT (Corrected),NTT5 (Corrected),213.13057305725278
21975,MIR-570,NTT (Corrected),NTT6 (Corrected),344.807084040864
21976,MIR-570,MTT (Corrected),MTT1 (Corrected),218.31416492098273
21977,MIR-570,MTT (Corrected),MTT2 (Corrected),284.4398533317035
21978,MIR-570,MTT (Corrected),MTT3 (Corrected),412.07237128095505
21979,MIR-570,NTTR (Corrected),NTTR1 (Corrected),186.75769607835852
21980,MIR-570,NTTR (Corrected),NTTR2 (Corrected),1310.1059953201634
21981,MIR-570,NTTR (Corrected),NTTR3 (Corrected),580.872477259128
21982,MIR-570,circ_ligase (Corrected),circ_ligase (Corrected),238.751580557978
21983,MIR-572,NTC (Corrected),NTC4 (Corrected),267.2458465072846
21984,MIR-572,NTC (Corrected),NTC5 (Corrected),240.9704145397618
21985,MIR-572,NTC (Corrected),NTC6 (Corrected),276.9026291962033
21986,MIR-572,NTT (Corrected),NTT4 (Corrected),185.02681766868062
21987,MIR-572,NTT (Corrected),NTT5 (Corrected),205.92118131166347
21988,MIR-572,NTT (Corrected),NTT6 (Corrected),222.7418010997254
21989,MIR-572,MTT (Corrected),MTT1 (Corrected),130.56015689274213
21990,MIR-572,MTT (Corrected),MTT2 (Corrected),156.18411291842045
21991,MIR-572,MTT (Corrected),MTT3 (Corrected),191.11200535818443
21992,MIR-572,NTTR (Corrected),NTTR1 (Corrected),179.98367265446709
21993,MIR-572,NTTR (Corrected),NTTR2 (Corrected),263.94971094003085
21994,MIR-572,NTTR (Corrected),NTTR3 (Corrected),212.5822522241566
21995,MIR-572,circ_ligase (Corrected),circ_ligase (Corrected),7814.258045951334
21996,MIR-573,NTC (Corrected),NTC4 (Corrected),1225.2614984123138
21997,MIR-573,NTC (Corrected),NTC5 (Corrected),1075.049345907203
21998,MIR-573,NTC (Corrected),NTC6 (Corrected),1320.8142423239217
21999,MIR-573,NTT (Corrected),NTT4 (Corrected),729.9620414511204
22000,MIR-573,NTT (Corrected),NTT5 (Corrected),774.6922755992417
22001,MIR-573,NTT (Corrected),NTT6 (Corrected),956.2667006581416
22002,MIR-573,MTT (Corrected),MTT1 (Corrected),723.8439335739884
22003,MIR-573,MTT (Corrected),MTT2 (Corrected),984.9850462436473
22004,MIR-573,MTT (Corrected),MTT3 (Corrected),1138.0949495793434
22005,MIR-573,NTTR (Corrected),NTTR1 (Corrected),202.38723589292627
22006,MIR-573,NTTR (Corrected),NTTR2 (Corrected),601.2252053939927
22007,MIR-573,NTTR (Corrected),NTTR3 (Corrected),548.8890012513187
22008,MIR-573,circ_ligase (Corrected),circ_ligase (Corrected),254.03406689738233
22009,MIR-574-3P,NTC (Corrected),NTC4 (Corrected),134.87072659159125
22010,MIR-574-3P,NTC (Corrected),NTC5 (Corrected),143.35597097980408
22011,MIR-574-3P,NTC (Corrected),NTC6 (Corrected),153.6275826076405
22012,MIR-574-3P,NTT (Corrected),NTT4 (Corrected),74.21592693029024
22013,MIR-574-3P,NTT (Corrected),NTT5 (Corrected),77.09048748040706
22014,MIR-574-3P,NTT (Corrected),NTT6 (Corrected),148.95450123332907
22015,MIR-574-3P,MTT (Corrected),MTT1 (Corrected),92.20558629214804
22016,MIR-574-3P,MTT (Corrected),MTT2 (Corrected),151.35061697296672
22017,MIR-574-3P,MTT (Corrected),MTT3 (Corrected),304.8243888934499
22018,MIR-574-3P,NTTR (Corrected),NTTR1 (Corrected),68.36136601166031
22019,MIR-574-3P,NTTR (Corrected),NTTR2 (Corrected),199.1908768270791
